,age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
10011,21,1,4,9,3,8,6,1,1,2176,0,40,1
10012,35,1,1,13,2,6,4,1,0,0,0,40,1
10013,30,1,1,13,1,0,2,3,0,0,0,40,16
10014,17,1,3,7,3,0,6,2,1,0,0,20,1
10015,27,1,15,3,3,0,4,1,1,0,0,60,37
10016,22,1,4,9,3,4,6,2,0,0,0,15,1
10017,22,6,2,10,3,9,6,1,0,0,0,40,1
10018,50,1,4,9,1,2,1,1,1,0,0,2,1
10019,51,2,7,11,1,1,1,1,1,0,0,38,1
10020,27,1,1,13,1,1,1,1,1,0,0,30,1
10021,27,1,1,13,3,6,4,1,0,0,0,20,1
10022,20,6,4,9,3,0,4,1,0,0,0,40,1
10023,42,1,4,9,1,5,1,1,1,0,0,48,1
10024,32,1,4,9,1,2,1,1,1,99999,0,40,1
10025,45,1,1,13,1,5,1,1,1,0,0,38,1
10026,35,1,9,4,5,0,0,1,0,0,0,80,1
10027,22,1,4,9,1,2,6,1,1,0,0,40,1
10028,34,1,2,10,3,9,0,1,0,0,0,38,1
10029,28,1,1,13,3,9,4,1,0,0,0,40,1
10030,38,1,1,13,2,12,0,1,0,0,0,24,1
10031,48,5,2,10,1,13,1,1,1,0,0,42,1
10032,34,1,11,14,1,2,1,1,1,0,0,40,21
10033,25,1,4,9,1,9,2,1,0,0,0,50,1
10034,23,5,4,9,3,6,4,1,0,0,0,40,1
10035,38,1,2,10,1,4,1,1,1,0,0,60,1
10036,43,1,4,9,3,0,0,2,0,0,0,40,1
10037,49,5,4,9,1,8,1,2,1,0,0,40,1
10038,23,1,2,10,2,9,4,1,1,0,0,40,1
10039,57,1,4,9,2,9,4,1,0,0,0,40,1
10040,24,1,1,13,3,1,6,1,1,0,0,40,1
10041,44,3,2,10,1,2,1,1,1,0,0,58,1
10042,34,1,6,12,2,2,4,1,1,0,0,50,1
10043,29,5,2,10,1,6,1,1,1,0,0,40,1
10044,29,1,3,7,3,0,0,2,0,0,0,40,1
10045,35,1,4,9,1,11,1,1,1,0,0,50,1
10046,48,1,4,9,1,2,1,1,1,0,0,40,1
10047,38,1,4,9,3,2,4,1,1,0,0,36,1
10048,42,5,4,9,2,13,0,1,0,0,0,50,1
10049,53,1,2,10,5,5,0,1,0,0,0,40,1
10050,29,1,5,15,3,6,4,1,0,0,0,55,1
10051,59,1,1,13,1,4,1,1,1,0,0,72,1
10052,31,1,4,9,3,2,0,1,1,0,0,40,1
10053,34,1,4,9,1,2,1,1,1,0,0,40,1
10054,51,1,1,13,2,5,4,1,1,0,2559,50,1
10055,25,1,4,9,3,8,6,1,1,4416,0,40,1
10056,30,1,4,9,1,2,1,1,1,0,1848,40,1
10057,46,1,4,9,2,7,4,1,0,0,0,48,1
10058,45,1,4,9,3,0,0,2,0,0,0,40,1
10059,23,1,2,10,3,5,0,2,0,0,0,40,1
10060,33,1,6,12,2,8,4,1,0,0,0,42,1
10061,44,1,1,13,1,1,2,1,0,0,0,20,1
10062,25,1,4,9,3,0,6,1,1,0,0,40,37
10063,48,6,2,10,2,0,6,1,1,0,0,40,1
10064,23,1,4,9,3,4,4,1,0,0,0,40,1
10065,33,2,7,11,1,6,2,1,0,3103,0,50,1
10066,20,1,2,10,1,4,0,1,0,0,0,30,1
10067,23,1,1,13,3,6,4,1,0,0,0,40,1
10068,71,1,4,9,5,9,4,1,0,0,0,40,1
10069,22,6,1,13,3,6,4,1,0,0,0,40,1
10070,36,1,1,13,1,6,1,1,1,15024,0,50,1
10071,27,1,3,7,3,2,0,1,1,0,0,60,1
10072,40,1,4,9,3,0,4,1,0,0,0,35,1
10073,30,1,2,10,2,8,0,1,1,0,0,50,1
10074,30,6,7,11,1,13,1,1,1,0,0,40,1
10075,30,1,2,10,1,8,1,1,1,0,0,40,1
10076,35,1,1,13,1,6,1,1,1,5013,0,40,1
10077,39,1,4,9,3,9,0,2,0,0,0,40,1
10078,39,4,4,9,1,9,1,1,1,0,0,50,1
10079,74,1,15,3,1,11,1,2,1,0,0,40,1
10080,32,3,2,10,1,5,1,1,1,15024,0,50,1
10081,25,1,4,9,1,11,1,2,1,0,0,40,1
10082,64,1,2,10,2,5,0,1,0,0,0,40,1
10083,47,2,4,9,1,8,1,1,1,7298,0,40,1
10084,37,1,1,13,1,5,2,1,0,0,0,37,1
10085,47,1,4,9,1,2,1,1,1,0,0,40,1
10086,33,1,4,9,1,8,1,1,1,0,0,40,1
10087,40,1,7,11,2,6,0,1,0,0,0,40,1
10088,22,1,4,9,3,0,4,2,1,0,0,80,1
10089,56,1,4,9,1,8,1,1,1,0,0,40,1
10090,37,1,4,9,3,9,6,1,0,0,0,55,1
10091,30,3,2,10,1,5,1,1,1,0,0,70,1
10092,20,1,10,8,3,6,4,1,0,0,0,35,17
10093,53,6,11,14,1,5,1,1,1,15024,0,38,1
10094,43,1,1,13,1,2,1,1,1,0,0,48,1
10095,23,1,4,9,1,11,1,1,1,0,0,40,1
10096,43,2,4,9,1,2,1,1,1,0,0,30,1
10097,30,1,4,9,3,7,6,1,1,0,0,40,1
10098,20,1,2,10,3,9,6,1,0,0,0,46,1
10099,22,1,7,11,3,2,6,1,1,0,0,40,1
10100,38,1,1,13,3,5,4,1,1,0,0,50,1
10101,54,2,2,10,1,4,1,1,1,0,0,40,1
10102,23,1,4,9,3,2,4,1,1,0,0,40,1
10103,46,1,4,9,1,11,1,2,1,0,0,40,1
10104,59,1,13,6,1,8,1,1,1,0,0,40,1
10105,41,5,7,11,3,0,4,1,1,0,0,40,1
10106,42,1,7,11,1,11,1,1,1,0,0,48,1
10107,58,1,2,10,1,5,1,1,1,0,0,40,1
10108,24,1,4,9,1,4,1,1,1,0,0,50,1
10109,39,1,1,13,1,9,1,1,1,0,0,45,1
10110,28,1,1,13,3,1,4,1,0,0,1980,35,1
10111,25,1,11,14,3,4,4,1,1,0,0,55,1
10112,29,1,2,10,2,4,0,1,0,0,0,54,1
10113,53,1,15,3,1,2,1,1,1,0,0,40,1
10114,63,5,4,9,1,13,1,1,1,0,0,40,1
10115,26,6,7,11,2,5,4,1,0,0,0,38,1
10116,21,1,4,9,3,7,4,1,1,3674,0,50,1
10117,45,1,2,10,1,2,1,1,1,0,0,40,1
10118,29,1,7,11,3,9,6,1,0,0,0,40,1
10119,72,5,14,16,1,5,1,1,1,0,1258,40,1
10120,51,1,13,6,6,2,0,1,1,0,0,40,1
10121,21,1,8,5,6,7,6,1,1,0,0,40,1
10122,38,1,2,10,2,4,0,2,0,0,0,40,1
10123,38,1,1,13,1,6,2,1,0,0,0,40,1
10124,46,1,11,14,1,6,1,1,1,0,0,41,1
10125,31,2,1,13,2,5,0,1,1,0,0,60,1
10126,68,5,13,6,4,0,4,2,0,0,0,90,1
10127,21,1,4,9,3,4,6,1,1,0,0,40,1
10128,44,1,1,13,1,6,1,1,1,0,0,3,1
10129,56,4,14,16,1,6,1,1,1,0,0,40,1
10130,36,1,4,9,1,2,1,1,1,5178,0,40,1
10131,21,1,4,9,3,9,4,1,0,0,0,25,1
10132,21,1,2,10,3,13,4,2,0,99999,0,40,1
10133,52,5,2,10,1,2,1,1,1,0,0,40,1
10134,56,3,14,16,1,6,1,1,1,99999,0,70,1
10135,52,1,1,13,5,0,4,1,0,0,2824,20,1
10136,51,2,1,13,1,5,1,1,1,0,0,25,1
10137,29,1,4,9,2,8,0,1,1,0,0,40,1
10138,36,1,2,10,3,2,4,2,1,0,0,55,1
10139,29,1,4,9,1,10,1,1,1,0,0,55,1
10140,21,1,4,9,3,4,6,1,0,0,0,30,1
10141,58,1,12,2,1,10,1,1,1,0,0,40,1
10142,37,1,4,9,3,8,4,1,1,0,0,40,1
10143,50,1,2,10,2,2,4,2,0,0,0,45,1
10144,30,1,4,9,3,7,4,1,1,0,0,50,6
10145,29,1,4,9,3,10,6,2,1,0,0,30,1
10146,48,2,4,9,1,2,1,1,1,0,0,40,1
10147,50,2,9,4,1,10,1,1,1,0,0,40,1
10148,39,1,6,12,1,9,2,1,0,0,0,25,1
10149,35,4,5,15,1,6,1,1,1,0,0,55,1
10150,54,1,4,9,1,1,1,1,1,7688,0,25,1
10151,24,1,4,9,1,0,2,1,0,0,0,25,1
10152,20,1,4,9,3,7,0,1,1,0,0,45,1
10153,30,2,2,10,1,4,1,4,1,0,0,55,1
10154,19,2,4,9,3,9,6,3,0,0,0,30,1
10155,26,1,4,9,3,4,4,2,1,0,0,40,1
10156,38,1,4,9,1,4,1,1,1,0,1977,99,1
10157,25,1,2,10,3,0,4,1,0,0,0,40,1
10158,33,1,2,10,2,2,0,1,1,0,0,50,1
10159,60,5,1,13,1,6,1,1,1,7298,0,40,1
10160,30,1,2,10,3,7,4,1,1,0,0,40,1
10161,30,1,1,13,3,6,4,1,1,0,0,40,1
10162,19,1,9,4,3,0,4,1,0,0,0,40,1
10163,23,1,4,9,3,2,6,1,1,0,0,40,1
10164,27,1,2,10,1,6,1,1,1,0,0,40,1
10165,39,6,6,12,1,13,1,1,1,0,0,52,1
10166,33,1,9,4,1,10,1,1,1,0,0,45,21
10167,65,1,4,9,1,10,1,1,1,0,0,24,1
10168,34,1,1,13,1,5,1,1,1,0,0,50,1
10169,20,1,4,9,3,4,6,1,0,0,0,25,21
10170,25,1,13,6,3,2,6,1,1,0,0,40,1
10171,28,1,1,13,3,5,4,1,0,0,1564,50,1
10172,31,1,3,7,3,7,6,1,1,0,0,25,1
10173,28,6,1,13,3,6,6,1,1,6849,0,40,1
10174,37,1,4,9,2,0,4,1,0,0,0,40,1
10175,52,1,2,10,1,5,1,1,1,0,1977,50,1
10176,66,4,7,11,5,0,0,2,0,3273,0,40,1
10177,31,1,4,9,3,0,4,1,1,0,0,40,1
10178,37,1,1,13,1,5,1,1,1,0,0,50,1
10179,45,4,1,13,1,9,1,1,1,5013,0,45,1
10180,45,1,6,12,2,5,0,1,1,0,0,40,1
10181,44,1,4,9,1,4,1,1,1,0,0,60,1
10182,32,5,1,13,2,6,4,1,1,0,0,40,1
10183,35,1,4,9,1,8,1,1,1,0,0,60,1
10184,53,1,3,7,2,11,4,1,1,0,0,40,5
10185,54,1,2,10,1,2,1,1,1,3103,0,40,6
10186,43,1,7,11,1,2,1,1,1,0,0,40,1
10187,30,1,2,10,3,2,0,1,1,0,0,40,1
10188,49,1,2,10,2,5,4,1,1,3325,0,50,1
10189,52,1,14,16,1,5,1,1,1,0,0,57,1
10190,20,1,2,10,3,9,6,1,0,0,0,4,1
10191,60,4,4,9,1,1,1,1,1,0,1977,40,1
10192,45,1,6,12,2,8,6,1,1,0,0,40,1
10193,48,1,1,13,1,5,1,1,1,7298,0,60,1
10194,28,1,1,13,1,4,1,1,1,0,0,60,1
10195,48,5,2,10,1,5,1,1,1,0,0,40,1
10196,32,1,2,10,1,1,1,1,1,0,0,45,1
10197,27,2,4,9,3,2,4,1,1,0,0,30,1
10198,38,1,1,13,1,0,1,1,1,0,0,35,21
10199,33,1,15,3,6,11,0,0,1,0,0,20,37
10200,43,1,11,14,2,5,4,1,0,0,0,50,1
10201,36,1,4,9,4,11,0,1,1,0,0,60,21
10202,38,1,3,7,1,11,1,1,1,0,0,40,1
10203,24,5,4,9,3,1,4,1,0,0,0,40,1
10204,22,1,13,6,3,2,6,1,1,0,0,40,1
10205,30,1,1,13,3,0,4,1,1,0,0,40,1
10206,46,2,5,15,1,5,1,1,1,15024,0,55,1
10207,39,6,4,9,1,13,1,1,1,0,0,50,1
10208,50,1,4,9,1,8,1,1,1,0,1485,40,1
10209,34,1,7,11,6,9,0,1,0,0,974,40,1
10210,47,6,1,13,1,6,1,1,1,0,0,60,1
10211,46,1,4,9,1,4,1,1,1,0,0,40,1
10212,43,1,2,10,2,1,6,1,0,0,1617,72,1
10213,45,1,4,9,2,8,0,1,1,0,0,40,1
10214,55,1,1,13,1,2,0,1,1,0,0,40,1
10215,68,1,4,9,1,2,1,1,1,0,0,8,1
10216,39,1,7,11,1,8,1,1,1,0,0,40,1
10217,39,1,4,9,2,10,4,1,0,0,0,40,1
10218,37,1,1,13,3,2,4,1,1,0,0,40,1
10219,19,1,2,10,3,11,6,1,1,0,0,40,1
10220,20,1,3,7,3,2,6,1,1,0,0,20,1
10221,33,1,2,10,1,2,1,1,1,0,0,40,1
10222,21,1,4,9,3,0,4,1,1,0,0,35,1
10223,58,5,11,14,5,6,0,1,1,0,0,35,1
10224,43,3,4,9,3,5,4,2,1,0,0,55,1
10225,62,1,3,7,4,0,4,2,0,0,0,21,1
10226,21,1,2,10,3,10,6,1,1,0,0,20,1
10227,26,1,2,10,1,5,1,1,1,0,0,60,1
10228,27,1,8,5,1,2,1,1,1,0,0,40,1
10229,34,1,2,10,1,6,1,1,1,0,1902,38,1
10230,49,5,4,9,2,0,0,1,0,0,0,40,1
10231,28,1,4,9,3,6,0,1,0,0,0,40,1
10232,34,2,1,13,1,6,1,2,1,0,1887,48,1
10233,29,1,2,10,1,9,2,1,0,0,0,40,1
10234,58,1,13,6,1,11,1,1,1,0,0,50,1
10235,45,3,4,9,2,5,4,1,0,0,0,40,1
10236,47,2,1,13,3,2,4,1,0,0,0,40,1
10237,53,1,4,9,1,2,1,1,1,0,0,40,1
10238,52,5,13,6,1,2,1,1,1,5013,0,40,1
10239,47,1,3,7,2,0,0,1,0,0,0,15,1
10240,36,5,1,13,1,6,1,1,1,0,1887,40,1
10241,48,1,1,13,1,5,1,1,1,7688,0,65,1
10242,35,1,2,10,1,5,1,1,1,0,0,40,1
10243,49,1,1,13,1,5,1,1,1,0,1902,50,1
10244,43,1,2,10,1,11,1,1,1,0,0,45,1
10245,33,1,1,13,1,5,1,1,1,0,0,50,6
10246,49,5,6,12,1,9,1,1,1,0,0,40,1
10247,17,1,13,6,3,0,4,1,1,0,0,20,37
10248,25,1,1,13,3,1,4,1,1,0,0,40,1
10249,41,2,7,11,2,4,4,1,1,0,0,60,1
10250,31,1,1,13,1,9,1,1,1,0,0,40,1
10251,57,1,11,14,2,5,0,1,1,0,0,40,1
10252,49,1,2,10,1,6,1,1,1,0,1848,44,1
10253,40,1,1,13,1,6,1,1,1,0,0,40,1
10254,55,1,7,11,1,6,1,1,1,0,1977,50,6
10255,47,1,2,10,2,5,4,1,1,0,0,60,1
10256,50,1,10,8,2,11,4,1,1,0,0,40,1
10257,36,1,1,13,3,6,6,1,1,0,0,50,1
10258,17,1,3,7,3,7,6,1,1,0,0,25,1
10259,30,5,4,9,1,13,1,1,1,0,0,40,1
10260,42,1,4,9,1,8,1,1,1,0,0,40,1
10261,67,2,4,9,1,10,1,1,1,0,0,50,1
10262,36,1,4,9,1,8,1,1,1,0,0,45,1
10263,35,1,11,14,1,5,1,1,1,0,0,50,1
10264,27,1,1,13,3,6,4,1,0,0,0,40,1
10265,21,1,9,4,3,8,6,1,1,0,0,40,1
10266,46,1,4,9,1,6,1,1,1,0,0,40,1
10267,45,1,1,13,1,4,1,1,1,0,1902,45,1
10268,20,1,3,7,3,1,0,1,1,0,0,40,1
10269,17,1,3,7,3,0,6,1,1,0,0,20,1
10270,40,1,2,10,2,0,4,2,1,4787,0,50,1
10271,28,1,1,13,1,5,1,1,1,0,0,40,1
10272,33,1,3,7,3,2,6,1,1,0,0,40,1
10273,55,1,4,9,2,4,4,1,0,0,0,40,1
10274,55,2,2,10,1,2,1,1,1,0,0,50,1
10275,47,1,4,9,4,2,0,2,0,0,0,40,1
10276,52,3,11,14,1,6,1,1,1,15024,0,60,1
10277,29,1,2,10,3,4,0,1,0,0,0,40,1
10278,36,1,15,3,3,0,4,1,1,0,0,35,1
10279,37,1,1,13,4,0,4,1,1,0,0,70,3
10280,41,4,4,9,3,9,4,1,0,0,1980,40,1
10281,43,1,2,10,1,8,1,1,1,0,0,48,1
10282,24,1,9,4,1,10,1,1,1,2105,0,50,1
10283,39,4,1,13,3,6,4,1,0,0,0,60,1
10284,47,2,1,13,1,5,1,1,1,0,0,50,1
10285,42,1,4,9,2,5,0,1,0,0,0,45,1
10286,39,1,4,9,3,2,6,1,1,0,2258,42,1
10287,48,5,1,13,2,6,0,1,0,0,0,60,1
10288,47,5,11,14,1,5,1,2,1,0,1977,50,1
10289,27,1,13,6,1,7,1,1,1,0,0,40,1
10290,29,1,4,9,1,2,1,1,1,0,0,40,27
10291,22,1,7,11,3,0,4,1,0,0,0,30,1
10292,37,6,4,9,4,2,4,1,1,0,0,44,1
10293,38,1,1,13,1,5,1,1,1,0,0,60,1
10294,32,1,16,1,1,8,2,3,0,4508,0,40,2
10295,48,5,11,14,2,6,0,1,0,0,0,80,1
10296,46,2,4,9,1,5,2,1,0,0,0,50,1
10297,51,1,4,9,3,0,4,2,0,0,0,38,1
10298,28,3,1,13,1,5,1,1,1,5013,0,55,1
10299,35,1,4,9,1,9,1,1,1,0,0,40,1
10300,18,1,3,7,3,2,6,1,1,0,0,30,1
10301,45,1,4,9,4,2,0,2,0,0,0,40,1
10302,36,2,4,9,3,11,6,1,1,0,0,40,1
10303,73,1,2,10,5,12,0,1,0,0,0,10,1
10304,52,1,1,13,1,5,1,1,1,0,0,40,1
10305,17,1,13,6,3,0,6,1,0,0,0,40,1
10306,29,4,7,11,1,2,1,1,1,0,0,40,1
10307,20,1,2,10,3,10,6,1,1,0,0,10,1
10308,42,1,4,9,1,2,1,1,1,5178,0,40,1
10309,37,1,2,10,4,0,0,1,0,0,0,40,1
10310,40,1,4,9,1,11,1,1,1,0,0,40,1
10311,32,1,6,12,1,9,1,1,1,0,0,45,1
10312,29,1,11,14,1,6,1,1,1,0,0,55,1
10313,20,1,2,10,3,8,6,1,0,0,0,40,1
10314,26,1,3,7,1,9,1,1,1,0,0,40,1
10315,25,1,1,13,3,6,4,1,1,3674,0,30,1
10316,37,1,4,9,1,1,1,1,1,0,0,80,1
10317,26,1,2,10,1,2,1,1,1,0,0,40,4
10318,24,1,4,9,3,4,6,1,0,0,0,30,1
10319,33,1,4,9,1,0,6,1,0,0,0,25,1
10320,23,1,4,9,3,2,6,4,1,0,0,40,1
10321,36,1,2,10,3,4,4,1,1,0,0,50,1
10322,37,1,1,13,5,6,4,1,0,0,0,50,1
10323,24,1,7,11,3,8,6,1,1,0,0,35,1
10324,38,1,6,12,1,2,1,1,1,0,0,50,1
10325,50,1,1,13,2,6,0,1,0,0,0,45,1
10326,44,1,3,7,1,9,1,1,1,0,0,40,1
10327,46,1,4,9,1,8,1,1,1,0,1887,40,1
10328,57,1,2,10,3,2,4,2,0,0,0,40,1
10329,37,1,4,9,1,2,1,1,1,0,0,70,1
10330,44,1,4,9,2,8,4,1,1,0,0,55,1
10331,21,1,2,10,3,0,6,1,0,0,0,30,1
10332,31,1,4,9,1,2,1,1,1,0,0,40,1
10333,32,1,7,11,1,6,1,1,1,7298,0,42,1
10334,45,1,4,9,6,0,0,2,0,0,0,60,1
10335,20,5,4,9,3,7,6,1,1,0,0,40,1
10336,52,1,4,9,4,12,4,1,0,0,0,50,1
10337,47,2,4,9,1,5,1,1,1,0,0,25,1
10338,41,1,2,10,1,9,2,1,0,0,0,40,1
10339,40,1,2,10,1,4,1,1,1,0,0,60,1
10340,41,6,1,13,1,6,2,1,0,0,0,40,1
10341,46,1,1,13,1,5,1,1,1,0,1902,50,1
10342,49,1,4,9,1,8,2,1,0,0,0,40,1
10343,50,1,4,9,1,8,0,3,0,0,0,40,12
10344,59,1,4,9,1,11,1,1,1,0,0,40,1
10345,18,1,2,10,3,9,6,1,0,0,0,25,1
10346,47,5,11,14,1,6,1,1,1,7688,0,45,1
10347,45,1,4,9,1,8,1,1,1,0,0,45,1
10348,17,1,3,7,3,4,6,1,0,0,0,40,1
10349,45,3,4,9,1,4,1,1,1,0,0,32,1
10350,73,1,3,7,1,8,1,1,1,0,0,40,1
10351,48,1,13,6,1,8,1,2,1,0,0,40,1
10352,38,6,6,12,3,5,4,1,1,0,0,60,1
10353,37,4,4,9,1,9,1,1,1,0,0,50,1
10354,62,3,4,9,1,5,1,2,1,20051,0,72,1
10355,26,1,4,9,3,9,4,2,1,0,0,40,1
10356,46,3,11,14,1,5,2,1,0,0,0,50,1
10357,46,1,11,14,1,1,1,1,1,0,1977,40,1
10358,51,1,4,9,2,9,0,1,0,4787,0,24,1
10359,54,4,2,10,2,9,4,1,0,0,0,40,1
10360,65,1,2,10,1,5,1,1,1,0,0,40,1
10361,29,1,6,12,1,2,1,1,1,0,0,45,1
10362,37,1,4,9,1,0,1,1,1,0,0,40,1
10363,36,2,14,16,4,6,0,1,0,0,0,10,5
10364,60,2,4,9,2,2,4,1,1,0,0,50,1
10365,33,1,1,13,3,7,4,1,1,0,2001,40,1
10366,62,1,4,9,5,9,4,1,0,0,0,20,6
10367,20,1,4,9,3,9,4,1,0,0,0,40,1
10368,37,1,4,9,3,1,4,1,0,14084,0,35,1
10369,66,1,11,14,1,6,1,1,1,2936,0,20,1
10370,29,6,2,10,1,9,1,1,1,0,0,40,1
10371,70,3,2,10,1,4,1,1,1,10566,0,40,1
10372,74,1,4,9,1,0,1,1,1,0,0,15,1
10373,51,2,4,9,1,2,1,1,1,0,0,40,1
10374,50,1,2,10,1,11,1,1,1,0,0,50,1
10375,42,1,4,9,3,4,4,1,1,0,0,60,1
10376,26,1,1,13,3,6,4,1,1,0,0,70,1
10377,27,5,2,10,3,13,4,1,1,0,2231,40,1
10378,58,2,4,9,2,5,4,1,1,0,0,70,1
10379,32,1,1,13,3,6,4,1,1,0,1876,50,1
10380,66,3,4,9,1,4,1,1,1,0,1825,10,1
10381,23,1,2,10,3,4,6,1,1,0,0,45,1
10382,35,1,4,9,1,8,1,1,1,0,0,44,1
10383,50,1,1,13,1,2,1,1,1,0,0,50,1
10384,35,1,4,9,2,2,0,1,0,0,0,48,1
10385,31,1,4,9,3,9,4,1,0,0,0,50,1
10386,30,1,3,7,3,7,6,1,1,0,0,49,1
10387,84,3,2,10,1,4,1,1,1,0,0,35,1
10388,35,2,4,9,3,2,4,2,1,0,0,40,1
10389,45,2,7,11,1,10,1,1,1,0,0,50,1
10390,46,1,4,9,3,2,6,1,1,0,0,40,1
10391,50,5,2,10,1,10,1,1,1,0,0,40,21
10392,37,1,3,7,3,8,4,1,1,0,0,40,1
10393,32,1,4,9,2,0,6,1,0,0,0,40,1
10394,53,3,1,13,1,5,1,1,1,0,1902,48,1
10395,27,4,2,10,1,1,1,1,1,0,0,40,1
10396,22,1,4,9,1,11,1,1,1,0,0,40,1
10397,29,1,1,13,1,1,1,1,1,0,0,40,1
10398,35,1,4,9,1,4,1,1,1,0,0,44,1
10399,38,1,2,10,1,7,2,1,0,0,0,35,1
10400,29,1,9,4,1,10,1,1,1,0,0,40,1
10401,26,1,2,10,3,7,0,3,1,0,0,44,16
10402,34,1,5,15,3,6,4,3,0,0,0,40,1
10403,31,1,7,11,1,2,1,1,1,0,0,40,1
10404,30,1,2,10,1,2,1,1,1,0,2051,40,1
10405,20,1,2,10,3,0,6,1,1,0,0,40,1
10406,37,1,11,14,2,6,0,1,1,0,0,48,1
10407,32,1,4,9,1,9,2,1,0,0,0,20,1
10408,36,1,6,12,2,4,0,1,0,0,0,40,1
10409,54,1,11,14,1,6,1,3,1,7298,0,40,8
10410,46,2,2,10,2,5,0,1,0,0,0,50,1
10411,18,1,4,9,3,4,6,4,0,0,0,20,1
10412,57,1,2,10,1,13,1,1,1,0,0,50,1
10413,37,1,4,9,1,7,1,1,1,0,0,40,1
10414,43,1,4,9,1,2,1,1,1,0,0,40,1
10415,45,1,4,9,3,5,4,2,0,0,0,40,1
10416,32,1,2,10,2,9,0,1,0,0,0,40,1
10417,38,4,4,9,1,9,1,1,1,0,0,40,1
10418,25,1,6,12,3,1,4,1,0,0,2001,30,1
10419,70,1,2,10,2,10,4,3,1,0,0,40,20
10420,40,1,2,10,1,8,1,1,1,0,0,50,1
10421,40,2,4,9,2,2,4,1,1,0,0,40,1
10422,20,1,4,9,3,2,0,1,1,0,0,40,1
10423,29,1,4,9,1,5,1,1,1,0,0,40,1
10424,24,1,7,11,3,2,4,1,1,0,0,55,1
10425,28,1,7,11,3,5,6,2,0,0,0,40,1
10426,58,1,13,6,2,11,4,2,1,0,0,50,1
10427,38,1,1,13,2,9,0,3,0,0,213,40,16
10428,59,2,2,10,5,10,4,1,0,6849,0,40,1
10429,18,1,3,7,3,9,6,1,0,0,0,15,1
10430,40,1,4,9,1,8,1,1,1,0,0,40,1
10431,39,3,11,14,1,5,1,1,1,0,0,50,1
10432,45,1,4,9,6,2,4,1,1,0,0,72,21
10433,24,6,4,9,3,9,0,2,0,0,0,20,1
10434,22,1,2,10,3,9,6,2,1,0,0,30,25
10435,23,1,1,13,1,5,1,1,1,0,0,40,1
10436,39,2,2,10,4,2,4,1,1,0,0,60,1
10437,28,1,7,11,3,1,6,1,0,0,0,38,1
10438,51,1,3,7,1,4,1,1,1,4386,0,30,1
10439,44,1,1,13,3,9,6,1,0,0,0,37,1
10440,24,1,4,9,1,10,1,2,1,0,0,35,1
10441,24,1,3,7,1,4,1,1,1,0,0,40,1
10442,52,1,12,2,1,2,1,0,1,0,0,50,4
10443,43,1,4,9,3,7,4,1,1,0,0,40,1
10444,67,3,10,8,1,5,1,1,1,0,0,20,1
10445,36,1,4,9,1,2,1,1,1,7688,0,50,1
10446,43,1,6,12,1,11,1,1,1,0,0,40,1
10447,31,1,9,4,2,7,0,1,1,0,0,70,1
10448,23,1,2,10,3,9,6,2,1,0,0,20,29
10449,26,1,1,13,3,7,6,1,1,0,0,40,1
10450,48,1,2,10,1,6,1,1,1,0,0,40,1
10451,40,1,2,10,1,2,1,1,1,0,0,44,1
10452,55,5,5,15,2,6,4,1,0,0,0,39,1
10453,49,1,4,9,1,2,1,1,1,0,0,45,1
10454,34,1,1,13,3,0,4,1,0,0,0,15,1
10455,29,1,4,9,3,9,6,2,0,0,0,60,1
10456,50,1,1,13,2,9,4,1,0,0,0,8,1
10457,19,1,2,10,3,4,6,1,0,0,0,9,1
10458,63,6,14,16,1,5,1,1,1,0,1902,50,1
10459,66,1,1,13,1,2,1,3,1,0,0,30,16
10460,60,1,7,11,2,0,4,1,1,0,0,20,1
10461,60,1,4,9,2,0,0,1,0,0,0,38,1
10462,19,1,4,9,3,1,6,1,1,0,0,40,1
10463,26,3,4,9,1,5,1,1,1,0,0,60,1
10464,75,2,2,10,1,2,1,2,1,0,1735,40,1
10465,58,6,2,10,5,6,4,1,0,0,0,20,1
10466,18,2,2,10,3,5,4,1,0,0,0,50,1
10467,65,1,6,12,1,5,1,1,1,3818,0,40,1
10468,50,2,4,9,1,5,1,1,1,0,1887,40,1
10469,26,1,2,10,3,0,6,1,1,0,0,40,1
10470,45,4,11,14,1,4,1,1,1,0,0,50,1
10471,29,4,4,9,1,1,1,1,1,0,0,40,1
10472,52,1,2,10,1,4,2,1,0,0,0,52,5
10473,23,1,1,13,3,5,6,1,0,0,0,40,1
10474,21,1,4,9,3,0,6,1,1,0,0,40,1
10475,48,5,4,9,3,5,6,1,0,0,0,40,1
10476,50,1,1,13,1,5,1,1,1,0,0,40,1
10477,41,6,1,13,3,13,4,2,1,0,1590,40,4
10478,32,1,4,9,2,4,0,2,0,0,0,30,1
10479,40,1,4,9,1,10,1,2,1,0,0,40,1
10480,19,1,4,9,3,7,4,1,1,0,0,30,1
10481,42,6,4,9,4,9,0,1,1,0,0,39,1
10482,23,1,1,13,3,9,6,1,0,0,0,50,1
10483,37,2,4,9,2,10,4,1,1,27828,0,40,1
10484,21,1,3,7,3,6,4,1,0,0,0,24,1
10485,28,1,1,13,1,1,1,1,1,0,0,40,1
10486,20,1,2,10,3,4,6,1,1,0,0,25,1
10487,21,1,3,7,3,2,4,1,1,0,0,35,1
10488,21,1,2,10,3,0,0,1,1,0,0,16,1
